mean_r,mean_g,mean_b,std_r,std_g,std_b,mean_gray,std_gray,entropy,mean_h,mean_s,mean_v,std_h,std_s,std_v,Soil Type
0.6808383118872549,0.48585994944852945,0.31829714307598034,0.06619283633073335,0.08327409285807989,0.07899970350192737,0.5250440410539216,0.07629316217068505,6.171471055506659,0.07553327971813724,0.5350174249387254,0.6808383118872549,0.021377165683123277,0.08088396855586308,0.06619283633073335,Alluvial
0.8558249080882354,0.5947409237132353,0.41689931832107846,0.06096321419100794,0.07076345156467599,0.06051803517998289,0.6525409773284313,0.06523998499587029,6.052596701530039,0.06568914675245097,0.5129863664215686,0.8558249080882354,0.007606064360348213,0.044292549549166504,0.06096321419100794,Alluvial
0.6868853400735293,0.5474379595588235,0.43235677083333335,0.09368811683122953,0.11059391639736109,0.15703096826723517,0.5760550704656863,0.10533974013318456,6.248283354482347,0.14617513020833334,0.38646982230392163,0.6902401194852941,0.19832950713719208,0.148357544506522,0.09402104791483959,Alluvial
0.5476792279411764,0.3636240042892157,0.25351658241421565,0.13341144508865013,0.09694174058491527,0.0666103755599735,0.4060996859681373,0.10333795606319152,6.684018797202535,0.06309168198529412,0.5315745634191176,0.5476840150122548,0.06367544953975322,0.05773434833667222,0.1333924531730417,Alluvial
0.87021484375,0.7676843979779412,0.6799191942401961,0.18885273978101438,0.29122179194407877,0.3946560815956363,0.7883568857230392,0.26806640082502886,3.967711527120185,0.05099571078431372,0.27830499387254903,0.8705729166666667,0.10261275987843169,0.3513127075981907,0.18885726334398958,Alluvial
0.6210688572303922,0.46112132352941176,0.35522652420343137,0.09211846601291426,0.07423248806714025,0.05390979787117408,0.49690659466911763,0.07712100765509003,6.297965631259695,0.06378006280637255,0.42627431832107854,0.6210688572303922,0.005040068415791334,0.01841686303010163,0.09211846601291426,Alluvial
0.6709223728553921,0.4616287530637255,0.3537789139093137,0.04212163582073147,0.042809710552967735,0.038475126864096064,0.5119265088848038,0.04062509367224109,5.305762317543055,0.054719094669117646,0.47194967830882356,0.6709223728553921,0.008639508912078903,0.034507741456355406,0.04212163582073147,Alluvial
0.5690238204656863,0.5259870940563726,0.4821547564338236,0.24401945702072098,0.26969919100629974,0.29513273653136246,0.5338723575367648,0.264379192689149,6.731601788332039,0.1390270756740196,0.21908796721813725,0.5727816712622549,0.1757172454670583,0.15624789761394198,0.24290533101771863,Alluvial
0.42663622089460784,0.3483618642769608,0.27084003523284317,0.07900345209825552,0.0757118359605299,0.06527826672370066,0.3628839231004902,0.07518956291273905,6.141873929784208,0.08028301164215686,0.3689031862745098,0.42663622089460784,0.009746851962168004,0.050740538811399186,0.07900345209825552,Alluvial
0.4405148973651961,0.3734365425857843,0.3043926164215686,0.055795460597894066,0.053311119614769975,0.04954948383008668,0.3856138939950981,0.05340050730353462,5.785576991747414,0.08188572303921568,0.30988913143382346,0.4405148973651961,0.00851381903469586,0.03898614780262374,0.055795460597894066,Alluvial
0.6657035079656862,0.43728553921568625,0.2745768229166667,0.08940467369950628,0.08066848558422804,0.07355842982633473,0.48707012101715685,0.080619662309776,6.347630983769474,0.06738472732843136,0.5905694699754902,0.6657035079656862,0.005315248831732603,0.07141251319406493,0.08940467369950628,Alluvial
0.6425388710171569,0.5933555453431372,0.5057894837622549,0.08021410558160082,0.07356130100449025,0.07616997573776135,0.5980784696691176,0.07541270745674643,6.252000379722023,0.105728209252451,0.21303327971813726,0.6425427006740196,0.012711865083323571,0.039462895592993256,0.08020992133770313,Alluvial
0.6470166973039215,0.6007697610294117,0.4980794270833333,0.11536276021461767,0.08733133648050757,0.10186178324395613,0.6029306449142156,0.09677337422425152,6.394565433191467,0.11540766697303922,0.23990885416666669,0.6512944240196078,0.03583523427678493,0.05946557884272764,0.10430814596239457,Alluvial
0.7016946231617647,0.5568608302696078,0.3382879518995098,0.08496985414686242,0.08257958204896347,0.07460047034317611,0.5752240349264705,0.08161070351129647,6.285107468364982,0.09826803768382356,0.5214384191176471,0.7016946231617647,0.004376327603189554,0.06668388337982596,0.08496985414686242,Alluvial
0.43690831801470587,0.38624578737745097,0.2458132276348039,0.15120875555451965,0.122670065529931,0.10223434398766687,0.38538219975490196,0.12073320704691691,6.8015586748959596,0.14209941789215685,0.44457050398284315,0.44859451593137256,0.10378905607329143,0.14959651584153305,0.14030350696496016,Alluvial
0.6333084405637255,0.39155752144607847,0.20937212775735295,0.11149128725859776,0.08872274649329191,0.05991012665924491,0.4430903416053922,0.09106353723791434,6.538728296157471,0.06923923866421568,0.6714154411764706,0.6333084405637255,0.00542350798996332,0.050262197816566795,0.11149128725859776,Alluvial
0.5695159313725491,0.46376857383578435,0.3245653339460784,0.1279221258107865,0.11289638463188835,0.08253210595373182,0.4795381433823529,0.11338317394003815,6.741878450593045,0.0919491038602941,0.43048215379901966,0.5695159313725491,0.009691548012263311,0.04475484670855147,0.1279221258107865,Alluvial
0.4672995174632353,0.33935163909313726,0.2466605392156863,0.2016842678898808,0.1592464162716342,0.11946762925604204,0.36706495098039216,0.167098427802724,7.382644114131575,0.0694469975490196,0.4863616344975491,0.46730238970588234,0.06066223228970985,0.07379071671615761,0.20167775244013575,Alluvial
0.8212115119485296,0.6035251991421567,0.365753293504902,0.047368803961680556,0.054786065034719625,0.04695050322643972,0.6414723115808822,0.051115014252830694,5.674038344730729,0.08501646752450978,0.5542576210171568,0.8212115119485296,0.004186653589852023,0.03719142784458197,0.047368803961680556,Alluvial
0.6373334099264705,0.5818282781862745,0.3648140701593137,0.09384983547456202,0.08664576833468358,0.08243783106533133,0.5737007889093138,0.08653582925863068,6.280860211676369,0.13001206341911764,0.4312825520833333,0.6379844515931372,0.013934128179526594,0.07434580085583814,0.09338227737751162,Alluvial
0.6963723575367646,0.4633731617647059,0.3137226179534313,0.06290099251086378,0.05661025044723906,0.050926564344619646,0.5159505208333333,0.057368238201380456,5.763084983993528,0.06301030177696079,0.5503676470588235,0.6963723575367646,0.0035950268916876533,0.041372138826839336,0.06290099251086378,Alluvial
0.7016946231617647,0.5568608302696078,0.3382879518995098,0.08496985414686242,0.08257958204896347,0.07460047034317611,0.5752240349264705,0.08161070351129647,6.285107468364982,0.09826803768382356,0.5214384191176471,0.7016946231617647,0.004376327603189554,0.06668388337982596,0.08496985414686242,Alluvial
0.5824352787990195,0.3622271369485295,0.2269875919117647,0.09040484854981842,0.06941405555685293,0.04959083565962535,0.4126512714460785,0.07301743364940562,6.2020516180190315,0.06107249540441177,0.6117139629289214,0.5824352787990195,0.015196310755759144,0.03622097486888725,0.09040484854981842,Alluvial
